Hovedinstitution;Institutionsnummer;Institutionsnavn;Enhedsart;Adresse;Postnummer;Postdistrikt;Vejkode;Beliggenhedskommune;Beliggenhedsregion;Geokode: Breddegrad;Geokode: Længdegrad;Institutionsleder;Telefonnummer;E-mail adresse;Webadresse;Institutionstype, nr;Institutionstype, navn;Undervisningsniveau;Ressortministerium;CVR-nummer;P-nummer;Ejerkode, nr;Ejerkode, navn;Administrativ kommune;Aktivkode, nr;Aktivkode, navn;Ajourdato;Oprettelsesmåned;Nedlæggelsesdato
282330;282330;Assens Ungdomsskole;Hovedskole (institution med enheder);Møllebakken 31;5560;Aarup;1112;Assens Kommune;Region Syddanmark;55.3744728;10.04628137;Claus Bagger;6474 7960;Ungdomsskolen@assens.dk;;1014;Kommunale ungdomsskoler og ungdomskostskoler;;Børne- og Undervisningsministeriet;29189692;1003311878;2;Kommunale;Assens Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;28/08/2026;202608;
282330;282217;Brahesholm;Afdeling (underordnet enhed);Bogensevej 133;5620;Glamsbjerg;0146;Assens Kommune;Region Syddanmark;55.31802438;10.04728189;Dorte Kildahl;3046 3834;assensung@assens.dk;www.assensung.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;10;Børne- og Undervisningsministeriet;29189692;1016791241;2;Kommunale;Assens Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;28/08/2026;202601;
282330;420100;Assens 10. klassecenter;Afdeling (underordnet enhed);Møllebakken 31;5560;Aarup;1112;Assens Kommune;Region Syddanmark;55.3744728;10.04628137;Michael Lykke Sørensen;6474 7856;10@assens.dk;www.assensung.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189692;1009753113;2;Kommunale;Assens Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/09/2026;200903;
;282331;STU Bakkelund;Institution uden enheder;Aavej 53;5856;Ryslinge;0005;Faaborg-Midtfyn Kommune;Region Syddanmark;55.22852819;10.53698668;Sarah Møller Rasmussen;5192 9257;sr@bakkelund-ryslinge.dk;www.bakkelund-ryslinge.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;41284412;1025725456;0;Private;;4;Aktiv juridisk tællingsmæssigt for Danmarks Statistik;02/09/2026;202609;
;282332;Sprogcenter Midt Silkeborg;Institution uden enheder;Gødvad Bakke 4;8600;Silkeborg;0611;Silkeborg Kommune;Region Midtjylland;56.18348903;9.58442759;Mette Hedegaard Jørgensen;7625 9925;kontakt@sprogcentermidt.dk;sprogcentermidt.dk;1052;Sprogcentre;;Udlændinge- og Integrationsministeriet;25211464;1032691087;0;Private;;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;02/09/2026;202609;
;282333;Behandlingsskolerne Odsherred;Institution uden enheder;Asnæs Lyngvej 11;4550;Asnæs;0075;Odsherred Kommune;Region Sjælland;55.8521346;11.51179491;Mette Jacobsen Christensen;3296 0490;sikkerpost@behandlingsskolerne.dk;www.behandlingsskolerne.dk;3001;Behandlings- og specialundervisningstilbud;;Børne- og Undervisningsministeriet;39991977;1032556074;6;Selvejende, kommunale;Odsherred Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/09/2026;202609;
;282334;Livstræets Have STU;Institution uden enheder;Frørupvej 17;5871;Frørup;0257;Nyborg Kommune;Region Syddanmark;55.23780813;10.72356786;Anne Marqvar Engelhardt;2519 2920;administration@livstrae.dk;livstrae.dk;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;45929132;1031736249;6;Selvejende, kommunale;;1;Aktiv tællingsmæssigt for Danmarks Statistik;08/09/2026;202609;
;282335;Idræts- og Uddannelseakademiet;Institution uden enheder;Herlev hovedgade 201C;2730;Herlev;3003;Herlev Kommune;Region Hovedstaden;55.72511829;12.42141143;Nick Friedrichsen;4444 0304;nf@iua.dk;idraetsakademiet.dk/;1026;Uddannelsesinstitutioner for unge med særlige behov;;Børne- og Undervisningsministeriet;31781418;1014850933;6;Selvejende, kommunale;;1;Aktiv tællingsmæssigt for Danmarks Statistik;18/09/2026;202609;
;301004;Firhøjskolen;Institution uden enheder;Kirkemosevej 10;4591;Føllenslev;0855;Kalundborg Kommune;Region Sjælland;55.72198034;11.36819935;Signe Broe;5953 5175;firhojskolen@kalundborg.dk;www.firhoejskolen.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189595;1003291129;2;Kommunale;Kalundborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;05/03/2021;195908;
;301005;Sejerø Skole;Institution uden enheder;Nordbyvej 3;4592;Sejerø;1222;Kalundborg Kommune;Region Sjælland;55.89084877;11.13889089;Signe Broe;5959 0152;sejeroskole@kalundborg.dk;www.sejeroeskole.skoleintra.dk;1012;Folkeskoler;7;Børne- og Undervisningsministeriet;29189595;1003291142;2;Kommunale;Kalundborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/10/2022;197308;
;301007;Svebølle Skole;Institution uden enheder;Stationsvej 3;4470;Svebølle;1621;Kalundborg Kommune;Region Sjælland;55.65122307;11.28646192;Jarl Falk Sabroe;5953 4770;svebolleskole@kalundborg.dk;www.sveboelle-skole.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189595;1003291208;2;Kommunale;Kalundborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/10/2022;195408;
;301008;Højbo Friskole;Institution uden enheder;Højsted, Kalundborgvej 49;4591;Føllenslev;0808;Kalundborg Kommune;Region Sjælland;55.70018545;11.34004859;Freja Fobian Hvidberg;5929 1438;hoejbo.301008@hoejbo-friskole.dk;www.hoejbo-friskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;58006718;1002073070;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;30/08/2021;197608;
;301010;Bregninge-Bjergsted Friskole;Institution uden enheder;Bregningevej 25;4450;Jyderup;0180;Kalundborg Kommune;Region Sjælland;55.67653922;11.33340205;Trine Stampe;5929 1342;skoleleder@bbfs.dk;www.bbfs.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;27911277;1010628535;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;14/11/2019;200408;
;301350;Kalundborgegnens Produktionsskole;Institution uden enheder;Saltoftevænge 4;4470;Svebølle;1454;Kalundborg Kommune;Region Sjælland;55.64641526;11.28422896;Tupaarnaq Lennert;5929 3833;kps@k-p-s.dk;www.k-p-s.dk;1025;Produktionsskoler;;Børne- og Undervisningsministeriet;72207556;1003291166;5;Selvejende, private;;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;22/11/2019;197708;
;303001;Holbergskolen;Institution uden enheder;Sømosevej 50;4293;Dianalund;0794;Sorø Kommune;Region Sjælland;55.52100301;11.49553547;Jakob Storm;5826 4370;holbergskolen@soroe.dk;www.holberg-skolen.aula.dk;1012;Folkeskoler;10;Børne- og Undervisningsministeriet;29189994;1003291385;2;Kommunale;Sorø Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;01/11/2024;195408;
;303003;Ruds Vedby Skole;Institution uden enheder;Skolegade 19;4291;Ruds Vedby;0677;Sorø Kommune;Region Sjælland;55.53812535;11.37329805;Konst. Anne Kirstine Raaholt;5787 6861;rvs@soroe.dk;www.rudsvedbyskole.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189994;1003291300;2;Kommunale;Sorø Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;01/11/2024;196708;
;303005;Børneskolen på Filadelfia;Institution uden enheder;Dr. Sellsvej 23;4293;Dianalund;0130;Sorø Kommune;Region Sjælland;55.53129268;11.50374637;Stine Skov Clarke;5827 1230;boerneskolen@filadelfia.dk;www.boerneskolen.dk;1015;Specialskoler for børn;7;Børne- og Undervisningsministeriet;64723413;1012124607;8;Selvejende, regionale;;1;Aktiv tællingsmæssigt for Danmarks Statistik;03/11/2022;199312;
;305011;Faarevejle Fri-  og Efterskole;Institution uden enheder;Skjoldsvej 5;4540;Fårevejle;2004;Odsherred Kommune;Region Sjælland;55.78857678;11.46168745;Christian Bruun;5965 3265;kontoret@ffeonline.dk;www.ffeonline.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;49801513;1001937846;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;04/05/2026;190408;
;305015;Vallekilde-Hørve Friskole;Institution uden enheder;Vallekildevej 103;4534;Hørve;2571;Odsherred Kommune;Region Sjælland;55.75051911;11.436512;Bo Espersen;5965 6834;kontor@vhfriskole.dk;vh-friskole.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;65710617;1002214967;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/05/2026;198108;
;305210;Odsherred Ungdomsskole;Institution uden enheder;Vesterlyngvej 8 Herrestrup;4500;Nykøbing Sj;2710;Odsherred Kommune;Region Sjælland;55.92717893;11.66255302;Anders Vedberg Hjortlund Jensen;5966 6490;ungi@odsherred.dk;www.ungiodsherred.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;;Børne- og Undervisningsministeriet;29188459;1019967227;2;Kommunale;Odsherred Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;28/10/2025;197008;
;305300;Faarevejle Fri- og Efterskole;Institution uden enheder;Skjoldsvej 5;4540;Fårevejle;2004;Odsherred Kommune;Region Sjælland;55.78857678;11.46168745;Christian Bruun;5965 3265;kontoret@ffeonline.dk;www.faarevejlefriogefterskole.dk;1011;Efterskoler;10;Børne- og Undervisningsministeriet;49801513;1001937846;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;04/05/2026;190408;
;305301;Vallekilde Højskole;Institution uden enheder;Højskolevej 9;4534;Hørve;1011;Odsherred Kommune;Region Sjælland;55.74348219;11.42925151;Torben Smidt Hansen;5965 6045;vallekilde@vallekilde.dk;www.vallekilde.dk;1022;Folkehøjskoler;;Kulturministeriet;68909813;1002283585;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;10/03/2026;186511;
;305302;Odsherreds Efterskole;Institution uden enheder;Adelers Allé 127;4540;Fårevejle;0007;Odsherred Kommune;Region Sjælland;55.79035819;11.46428296;Lone Aalholt Nielsen;5965 3183;oe@oepost.dk;www.odsherredsefterskole.dk;1011;Efterskoler;;Børne- og Undervisningsministeriet;70087316;1002313580;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;14/09/2021;197208;
;306000;Odsherred Kommune;Institution uden enheder;Nyvej 22;4573;Højby;1644;Odsherred Kommune;Region Sjælland;55.90721868;11.59620785;;5966 6666;kommune@odsherred.dk;www.odsherred.dk;2013;Kommuner pr. 1/1-2007;;Social- og Ældreministeriet;29188459;1003297899;2;Kommunale;Odsherred Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;22/11/2019;200701;
;307004;Hindholm Privatskole;Institution uden enheder;Hindholmvej 21;4250;Fuglebjerg;0642;Næstved Kommune;Region Sjælland;55.28642672;11.55840849;Lotte Lund;5545 3114;privatskole@hindholm.dk;www.hindholm.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;47074711;1001891484;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;04/12/2017;191609;
;307006;Højskolen i Krummerup;Institution uden enheder;Haldagermaglevej 6;4250;Fuglebjerg;0571;Næstved Kommune;Region Sjælland;55.3049462;11.51262746;Lone Susanne Henriksen;5545 3300;krummerup@naestved.dk;www.krummerup.dk;1051;Specialskoler for voksne;;Børne- og Undervisningsministeriet;29189625;1003289824;2;Kommunale;Næstved Kommune;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;22/11/2019;198908;
;307008;Tornemark Dagskole;Institution uden enheder;Hovedgaden 40;4262;Sandved;0680;Næstved Kommune;Region Sjælland;55.23955691;11.52252594;Kim Lyngemark;5545 6011;kontor@tornemarkdagskole.dk;WWW.Tornemarkdagskole.dk;3001;Behandlings- og specialundervisningstilbud;10;Børne- og Undervisningsministeriet;27879896;1004976023;6;Selvejende, kommunale;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/04/2024;200209;
;307300;Hårslev Efterskole;Institution uden enheder;Hårslevvej 33;4262;Sandved;0720;Næstved Kommune;Region Sjælland;55.27125969;11.47821502;Rasmus Biørn;2444 6266;info@haarslevefterskole.dk;www.haarslevefterskole.dk;1011;Efterskoler;10;Børne- og Undervisningsministeriet;18391007;1001494393;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;14/11/2019;194311;
;307901;Hjortholm Kostskole;Institution uden enheder;Næstved Landevej 20;4250;Fuglebjerg;1196;Næstved Kommune;Region Sjælland;55.28589539;11.56807684;Jimmy Adler Thomsen;3010 0700;jitn@gentofte.dk;www.hjortholmkostskole.dk;3002;Specialundervisningstilbud på børne- og ungehjem;9;Børne- og Undervisningsministeriet;68513928;1003259613;6;Selvejende, kommunale;Gentofte Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/04/2024;183301;
;307902;Skovgården;Institution uden enheder;Sneslevvej 67;4250;Fuglebjerg;1553;Næstved Kommune;Region Sjælland;55.31009297;11.58644907;Hanne Dalsgaard;5545 3067;skovgaarden@skolehjemmet-skovgaarden.dk;www.skolehjemmet-skovgaarden.dk;3002;Specialundervisningstilbud på børne- og ungehjem;10;Børne- og Undervisningsministeriet;68505216;1003289836;6;Selvejende, kommunale;;1;Aktiv tællingsmæssigt for Danmarks Statistik;11/04/2024;;
;309001;Gørlev Skole;Institution uden enheder;Kalundborgvej 8;4281;Gørlev;0809;Kalundborg Kommune;Region Sjælland;55.54310698;11.22351743;René Bojsen;5885 5186;goerlevskole@kalundborg.dk;goerlevskole.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189595;1003292009;2;Kommunale;Kalundborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;06/05/2024;195304;
;309002;Kirke Helsinge Skole;Institution uden enheder;Skolegade 13;4281;Gørlev;1499;Kalundborg Kommune;Region Sjælland;55.51419616;11.20493271;Thomas Wimmer;5953 5210;kirke.helsinge.skole@kalundborg.dk;kirke-helsingeskole.aula.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29189595;1003292095;2;Kommunale;Kalundborg Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;03/01/2023;195808;
;309004;Vinde Helsinge Friskole, Vestsjællands Idrætsefterskole;Institution uden enheder;Vinde Helsingevej 41;4281;Gørlev;2006;Kalundborg Kommune;Region Sjælland;55.52256861;11.19475625;Charlotte Rersøe Selsbæk;5885 9100;kontor@vindehelsinge.nu;vindehelsinge.nu;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;57240210;1002059457;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;19/09/2022;186711;
;309300;Vinde Helsinge Friskole, Vestsjællands Idrætsefterskole;Institution uden enheder;Vinde Helsingevej 41;4281;Gørlev;2006;Kalundborg Kommune;Region Sjælland;55.52256861;11.19475625;Charlotte Rersøe Selsbæk;5885 9100;kontor@efterskole.nu;www.efterskole.nu;1011;Efterskoler;10;Børne- og Undervisningsministeriet;57240210;1002059457;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;29/06/2022;189011;
;309301;Gørlev Idrætsefterskole;Institution uden enheder;Kirkevangen 13;4281;Gørlev;0860;Kalundborg Kommune;Region Sjælland;55.5368949;11.22552575;Niels Skak Jensen;5885 5164;kontoret@idraetsefterskolen.dk;www.idraetsefterskolen.dk;1011;Efterskoler;10;Børne- og Undervisningsministeriet;10676576;1000116369;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;14/11/2019;198708;
;311001;Dalmose skole;Institution uden enheder;Blomstervænget 5;4261;Dalmose;0160;Slagelse Kommune;Region Sjælland;55.2949519;11.41751082;Tina Ellekjær;5811 1510;dalmsko@slagelse.dk;www.dalmoseskole.dk;1012;Folkeskoler;9;Børne- og Undervisningsministeriet;29188505;1003292174;2;Kommunale;Slagelse Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;14/11/2019;195808;
;311003;Hashøjskolen;Institution uden enheder;Brovej 1, Slots Bjergby;4200;Slagelse;0205;Slagelse Kommune;Region Sjælland;55.37270912;11.33269628;Poul Erik Gudiksen;5858 4041;hashoejskolen@slagelse.dk;www.hashoejskolen.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29188505;1003292216;2;Kommunale;Slagelse Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;14/11/2019;195908;
;311004;Hvilebjergskolen;Institution uden enheder;Kirkerupvej 18B Sørbymagle;4200;Slagelse;0854;Slagelse Kommune;Region Sjælland;55.36144654;11.45033407;Karen Hvid;5854 5138;hvilebjergskolen@slagelse.dk;hvilebjergskolen.dk;1012;Folkeskoler;6;Børne- og Undervisningsministeriet;29188505;1003292265;2;Kommunale;Slagelse Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;19/05/2026;196008;
;311300;Gerlev Idrætshøjskole;Institution uden enheder;Skælskør Landevej 28;4200;Slagelse;1520;Slagelse Kommune;Region Sjælland;55.35394127;11.32669616;Frederik Ullerup Michelsen;5858 4065;gerlev@gerlev.dk;www.gerlev.dk;1022;Folkehøjskoler;;Kulturministeriet;44179210;1001848942;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;31/05/2022;193811;
;311301;Flakkebjerg Efterskole;Institution uden enheder;Slagelsevej 13, Flakkebjerg;4200;Slagelse;1542;Slagelse Kommune;Region Sjælland;55.32035564;11.39402692;Jan Coermann;5818 6100;info@flakkebjergefterskole.dk;www.flakkebjergefterskole.dk;1011;Efterskoler;10;Børne- og Undervisningsministeriet;83906413;1002682710;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;17/09/2020;197808;
;313007;Haslev Privatskole;Institution uden enheder;Jens Chr. Skous Vej 3;4690;Haslev;0432;Faxe Kommune;Region Sjælland;55.31562123;11.96668733;Gitte Fuglsang Kehl;5631 2969;post@haslevprivatskole.dk;www.haslevprivatskole.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;45768414;1001873452;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;14/11/2019;197308;
;313200;Pædagogisk-Psykologisk Rådgivning;Institution uden enheder;Rådhuset, Frederiksgade 9;4690;Haslev;0236;Faxe Kommune;Region Sjælland;55.32519323;11.96194966;;5620 3939;elnie@faxekommune.dk;;2021;Centre for Pædagogisk og psykologisk rådgivning;;Børne- og Undervisningsministeriet;29188475;1003292411;2;Kommunale;Faxe Kommune;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;22/11/2019;;
;313210;Faxe kommunale Ungdomsskole;Institution uden enheder;Søndergade 12G;4690;Haslev;0983;Faxe Kommune;Region Sjælland;55.3248301;11.95564782;Camilla Elisabeth Ledsgaard Jensen;5620 6200;ungdomsskolen@faxekommune.dk;www.ungfaxe.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;;Børne- og Undervisningsministeriet;29188475;1019001551;2;Kommunale;Faxe Kommune;1;Aktiv tællingsmæssigt for Danmarks Statistik;31/08/2023;196208;
;313300;Sydøstsjællands Idrætsefterskole;Institution uden enheder;Tingvej 30A;4690;Haslev;1034;Faxe Kommune;Region Sjælland;55.32611028;11.95609053;Anders Qvistgaard;5631 2090;kontor@soes-idraet.dk;www.soes-idraet.dk;1011;Efterskoler;10;Børne- og Undervisningsministeriet;51982010;1001979203;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/05/2023;197008;
;313304;Haslev Idrætsefterskole;Institution uden enheder;Bregentvedvej 10A;4690;Haslev;0076;Faxe Kommune;Region Sjælland;55.32210761;11.96498672;Mikkel Christoffersen;5631 2050;adm@his-haslev.dk;www.his-haslev.dk;1011;Efterskoler;10;Børne- og Undervisningsministeriet;54223315;1002015209;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;21/05/2026;198708;
;313375;AOF Øst;Institution uden enheder;Slagterivej 17;4690;Haslev;0875;Faxe Kommune;Region Sjælland;55.33035469;11.96057344;Kim Lauritsen;5631 6706;post@aof-east.dk;www.aof-east.dk;1021;Daghøjskoler;;Børne- og Undervisningsministeriet;15072644;1000855154;5;Selvejende, private;;2;Aktiv institution medtælles dog ikke i Danmarks Statistiks statistikker;22/11/2019;199104;
;315011;Holbæk Private Realskole;Institution uden enheder;Absalonsvej 25;4300;Holbæk;0011;Holbæk Kommune;Region Sjælland;55.71101834;11.70675454;Rasmus Enemark;5943 1215;hpr@realskolen.dk;ealskolen.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;42680613;1001829148;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;26/11/2024;184601;
;315012;Stenhus Kostskole;Institution uden enheder;Stenhusvej 20A;4300;Holbæk;1523;Holbæk Kommune;Region Sjælland;55.71149962;11.68210319;Susanne Meyerhoff;5943 0269;admin@stenhus.dk;www.stenhus.dk;1013;Friskoler og private grundskoler;10;Børne- og Undervisningsministeriet;66408310;1002230789;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;07/11/2024;190608;
;315013;Andreasskolen;Institution uden enheder;Blomsterhaven 1;4300;Holbæk;0158;Holbæk Kommune;Region Sjælland;55.71234658;11.74745897;Søren Thorskov Bladt;5943 1866;kontor@andreasskolen.dk;www.andreasskolen.dk;1013;Friskoler og private grundskoler;9;Børne- og Undervisningsministeriet;53019919;1001998905;5;Selvejende, private;;1;Aktiv tællingsmæssigt for Danmarks Statistik;02/05/2025;197508;
